Accession,GWAS_ID,Reference,Year,Orientation,Origin,Continent,Country,Region,Azithromycin,Ceftriaxone,Ciprofloxacin,MtrA,MtrC,FarA,Mtr_Upregulation
ERR1514782,ERR1514782,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.001,0.004,Inducible,Intact,Intact,No
ERR1514783,ERR1514783,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.015,8,Inducible,Intact,Intact,Yes
ERR1514784,ERR1514784,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1514785,ERR1514785,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1514786,ERR1514786,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1514787,ERR1514787,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.015,0.004,Inducible,Intact,Intact,Yes
ERR1514788,ERR1514788,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.03,8,Inducible,Intact,Intact,Yes
ERR1514789,ERR1514789,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.004,0.004,LOF,Intact,LOF,No
ERR1514790,ERR1514790,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.008,0.004,Inducible,Intact,Intact,Yes
ERR1514791,ERR1514791,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.015,0.002,LOF,Intact,LOF,No
ERR1514792,ERR1514792,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1514793,ERR1514793,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1514794,ERR1514794,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.008,2,Inducible,Intact,Intact,Yes
ERR1514795,ERR1514795,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR1514796,ERR1514796,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.008,4,Inducible,Intact,Intact,Yes
ERR1514797,ERR1514797,Harris2018,2013.0,,,Europe,Greece,,0.38,0.064,32,Inducible,Intact,Intact,Yes
ERR1514798,ERR1514798,Harris2018,2013.0,,,Europe,Greece,,0.25,0.032,32,Inducible,Intact,Intact,No
ERR1514799,ERR1514799,Harris2018,2013.0,,,Europe,Greece,,0.75,0.125,32,Inducible,Intact,Intact,Yes
ERR1514800,ERR1514800,Harris2018,2013.0,,,Europe,Greece,,0.38,0.032,32,Inducible,Intact,Intact,Yes
ERR1514801,ERR1514801,Harris2018,2013.0,,,Europe,Greece,,0.75,0.047,32,Inducible,Intact,Intact,Yes
ERR1514802,ERR1514802,Harris2018,2013.0,,,Europe,Greece,,0.25,0.023,32,Inducible,Intact,,Yes
ERR1514803,ERR1514803,Harris2018,2013.0,,,Europe,Greece,,0.5,0.047,32,Inducible,Intact,Intact,Yes
ERR1514804,ERR1514804,Harris2018,2013.0,,,Europe,Greece,,0.5,0.094,32,Inducible,Intact,Intact,Yes
ERR1514805,ERR1514805,Harris2018,2013.0,,,Europe,Greece,,0.38,0.125,32,Inducible,Intact,Intact,Yes
ERR1514806,ERR1514806,Harris2018,2013.0,,,Europe,Greece,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR1514807,ERR1514807,Harris2018,2013.0,,,Europe,Greece,,0.064,0.016,32,Inducible,LOF,Intact,Yes
ERR1514808,ERR1514808,Harris2018,2013.0,,,Europe,Greece,,0.25,0.032,32,Inducible,Intact,Intact,Yes
ERR1514809,ERR1514809,Harris2018,2013.0,,,Europe,Greece,,0.38,0.004,0.006,Inducible,Intact,Intact,Yes
ERR1514810,ERR1514810,Harris2018,2013.0,,,Europe,Greece,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR1514811,ERR1514811,Harris2018,2013.0,,,Europe,Greece,,0.38,0.032,32,Inducible,Intact,Intact,Yes
ERR1514812,ERR1514812,Harris2018,2013.0,,,Europe,Greece,,1,0.064,32,Inducible,Intact,Intact,Yes
ERR1514813,ERR1514813,Harris2018,2013.0,,,Europe,Greece,,0.75,0.094,32,Inducible,Intact,Intact,Yes
ERR1514814,ERR1514814,Harris2018,2013.0,,,Europe,Greece,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR1514815,ERR1514815,Harris2018,2013.0,,,Europe,Greece,,0.032,0.012,4,Inducible,LOF,Intact,Yes
ERR1514816,ERR1514816,Harris2018,2013.0,,,Europe,Greece,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR1514817,ERR1514817,Harris2018,2013.0,,,Europe,Greece,,0.19,0.003,0.006,Inducible,Intact,Intact,Yes
ERR1514818,ERR1514818,Harris2018,2013.0,,,Europe,Greece,,0.75,0.064,32,Inducible,Intact,Intact,Yes
ERR1514819,ERR1514819,Harris2018,2013.0,,,Europe,Greece,,0.5,0.047,32,Inducible,Intact,,Yes
ERR1514820,ERR1514820,Harris2018,2013.0,,,Europe,Greece,,0.75,0.023,32,Inducible,Intact,Intact,Yes
ERR1514821,ERR1514821,Harris2018,2013.0,,,Europe,Greece,,0.5,0.047,32,Inducible,Intact,Intact,Yes
ERR1514822,ERR1514822,Harris2018,2013.0,,,Europe,Greece,,0.38,0.094,32,Inducible,Intact,Intact,Yes
ERR1514823,ERR1514823,Harris2018,2013.0,,,Europe,Greece,,0.75,0.094,32,Inducible,Intact,Intact,Yes
ERR1514824,ERR1514824,Harris2018,2013.0,,,Europe,Greece,,0.125,0.016,12,Inducible,Intact,Intact,Yes
ERR1514825,ERR1514825,Harris2018,2013.0,,,Europe,Greece,,0.38,0.023,32,Inducible,Intact,,Yes
ERR1514826,ERR1514826,Harris2018,2013.0,,,Europe,Greece,,0.064,0.006,0.006,Inducible,Intact,Intact,Yes
ERR1514827,ERR1514827,Harris2018,2013.0,,,Europe,Greece,,0.75,0.023,0.006,Inducible,Intact,Intact,Yes
ERR1514828,ERR1514828,Harris2018,2013.0,,,Europe,Greece,,0.5,0.008,0.006,Inducible,Intact,Intact,Yes
ERR1514829,ERR1514829,Harris2018,2013.0,,,Europe,Greece,,0.25,0.006,0.006,Inducible,Intact,Intact,Yes
ERR1514830,ERR1514830,Harris2018,2013.0,,,Europe,Sweden,,0.125,0.008,6,Inducible,Intact,Intact,Yes
ERR1514831,ERR1514831,Harris2018,2013.0,,,Europe,Sweden,,0.125,0.008,6,Inducible,Intact,Intact,Yes
ERR1514832,ERR1514832,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1514833,ERR1514833,Harris2018,2013.0,,,Europe,Denmark,,0.032,0.002,3,Inducible,LOF,Intact,Yes
ERR1514834,ERR1514834,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1514835,ERR1514835,Harris2018,2013.0,,,Europe,Denmark,,12,0.023,32,Inducible,Intact,Intact,Yes
ERR1514836,ERR1514836,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.064,32,Inducible,Intact,Intact,Yes
ERR1514837,ERR1514837,Harris2018,2013.0,,,Europe,Denmark,,8,0.016,32,Inducible,Intact,Intact,Yes
ERR1514838,ERR1514838,Harris2018,2013.0,,,Europe,Denmark,,0.125,0.006,0.004,Inducible,Intact,LOF,No
ERR1514839,ERR1514839,Harris2018,2013.0,,,Europe,Slovakia,,,0.002,,LOF,Intact,LOF,No
ERR1514840,ERR1514840,Harris2018,2013.0,,,Europe,Slovenia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1514841,ERR1514841,Harris2018,2013.0,,,Europe,Austria,,,0.002,,LOF,Intact,LOF,No
ERR1514842,ERR1514842,Harris2018,2013.0,,,Europe,Hungary,,,0.002,,LOF,Intact,LOF,No
ERR1514843,ERR1514843,Harris2018,2013.0,,,Europe,Denmark,,0.032,0.002,0.002,LOF,Intact,Intact,No
ERR1514844,ERR1514844,Harris2018,2013.0,,,Europe,Greece,,0.25,0.008,0.008,Inducible,Intact,LOF,Yes
ERR1514845,ERR1514845,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.047,0.003,Inducible,Intact,Intact,Yes
ERR1528125,ERR1528125,Harris2018,2013.0,,,Europe,Austria,,,0.008,,LOF,Intact,Intact,No
ERR1528126,ERR1528126,Harris2018,2013.0,,,Europe,Italy,,0.064,0.023,32,Inducible,Intact,Intact,Yes
ERR1528128,ERR1528128,Harris2018,2013.0,,,Europe,Slovenia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1528129,ERR1528129,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528130,ERR1528130,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528131,ERR1528131,Harris2018,2013.0,,,Europe,Slovenia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1528132,ERR1528132,Harris2018,2013.0,,,Europe,Slovenia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1528133,ERR1528133,Harris2018,2013.0,,,Europe,Slovenia,,,0.047,,Inducible,Intact,Intact,Yes
ERR1528134,ERR1528134,Harris2018,2013.0,,,Europe,Slovenia,,,0.006,,Inducible,Intact,Intact,Yes
ERR1528135,ERR1528135,Harris2018,2013.0,,,Europe,Slovenia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1528136,ERR1528136,Harris2018,2013.0,,,Europe,Slovenia,,,0.006,,Inducible,Intact,Intact,Yes
ERR1528137,ERR1528137,Harris2018,2013.0,,,Europe,Slovenia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1528138,ERR1528138,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528139,ERR1528139,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528140,ERR1528140,Harris2018,2013.0,,,Europe,Slovenia,,,0.012,,LOF,Intact,Intact,No
ERR1528141,ERR1528141,Harris2018,2013.0,,,Europe,Slovenia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1528142,ERR1528142,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,LOF,Intact,Yes
ERR1528143,ERR1528143,Harris2018,2013.0,,,Europe,Slovenia,,,0.032,,Inducible,Intact,Intact,Yes
ERR1528144,ERR1528144,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528145,ERR1528145,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528146,ERR1528146,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,LOF,Intact,Yes
ERR1528147,ERR1528147,Harris2018,2013.0,,,Europe,Slovenia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1528148,ERR1528148,Harris2018,2013.0,,,Europe,Slovenia,,,0.002,,LOF,Intact,LOF,No
ERR1528149,ERR1528149,Harris2018,2013.0,,,Europe,Slovenia,,0.064,0.006,0.003,LOF,Intact,Intact,No
ERR1528150,ERR1528150,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.023,32,Inducible,Intact,Intact,Yes
ERR1528151,ERR1528151,Harris2018,2013.0,,,Europe,Denmark,,0.064,0.003,0.003,,Intact,Intact,
ERR1528152,ERR1528152,Harris2018,2013.0,,,Europe,Denmark,,0.094,0.006,0.004,LOF,Intact,Intact,No
ERR1528153,ERR1528153,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR1528154,ERR1528154,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528155,ERR1528155,Harris2018,2013.0,,,Europe,Denmark,,0.047,0.002,3,Inducible,Intact,Intact,No
ERR1528156,ERR1528156,Harris2018,2013.0,,,Europe,Denmark,,0.125,0.006,0.5,Inducible,Intact,Intact,Yes
ERR1528157,ERR1528157,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528158,ERR1528158,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.094,32,Inducible,Intact,Intact,Yes
ERR1528159,ERR1528159,Harris2018,2013.0,,,Europe,Denmark,,0.19,0.008,0.5,Inducible,Intact,Intact,Yes
ERR1528160,ERR1528160,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.032,32,Inducible,Intact,Intact,Yes
ERR1528161,ERR1528161,Harris2018,2013.0,,,Europe,Denmark,,0.032,0.006,6,Inducible,LOF,Intact,Yes
ERR1528162,ERR1528162,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528163,ERR1528163,Harris2018,2013.0,,,Europe,Denmark,,0.047,0.004,3,Inducible,Intact,Intact,No
ERR1528164,ERR1528164,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528165,ERR1528165,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528166,ERR1528166,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528167,ERR1528167,Harris2018,2013.0,,,Europe,Denmark,,0.064,0.002,0.003,LOF,Intact,Intact,No
ERR1528168,ERR1528168,Harris2018,2013.0,,,Europe,Denmark,,0.094,0.012,32,Inducible,Intact,Intact,Yes
ERR1528169,ERR1528169,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.032,32,Inducible,Intact,Intact,Yes
ERR1528170,ERR1528170,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528171,ERR1528171,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.016,32,Inducible,Intact,Intact,Yes
ERR1528172,ERR1528172,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.023,32,Inducible,Intact,Intact,Yes
ERR1528173,ERR1528173,Harris2018,2013.0,,,Europe,Denmark,,0.023,0.003,0.75,Inducible,LOF,Intact,Yes
ERR1528174,ERR1528174,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528175,ERR1528175,Harris2018,2013.0,,,Europe,Denmark,,8,0.016,32,Inducible,Intact,Intact,Yes
ERR1528176,ERR1528176,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528177,ERR1528177,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,16,Inducible,Intact,Intact,Yes
ERR1528178,ERR1528178,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528179,ERR1528179,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.004,0.008,Inducible,Intact,Intact,Yes
ERR1528180,ERR1528180,Harris2018,2013.0,,,Europe,Denmark,,0.125,0.003,0.006,Inducible,Intact,Intact,Yes
ERR1528181,ERR1528181,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528182,ERR1528182,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528183,ERR1528183,Harris2018,2013.0,,,Europe,Denmark,,0.5,0.016,32,Inducible,Intact,Intact,Yes
ERR1528184,ERR1528184,Harris2018,2013.0,,,Europe,Denmark,,0.064,0.004,2,Inducible,Intact,Intact,Yes
ERR1528185,ERR1528185,Harris2018,2013.0,,,Europe,Sweden,,0.75,0.064,32,Inducible,Intact,Intact,Yes
ERR1528186,ERR1528186,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.023,0.012,Inducible,Intact,Intact,Yes
ERR1528187,ERR1528187,Harris2018,2013.0,,,Europe,Sweden,,0.047,0.006,8,Inducible,LOF,Intact,Yes
ERR1528188,ERR1528188,Harris2018,2013.0,,,Europe,Sweden,,0.047,0.006,12,Inducible,LOF,Intact,Yes
ERR1528189,ERR1528189,Harris2018,2013.0,,,Europe,Sweden,,0.19,0.004,4,Inducible,Intact,Intact,Yes
ERR1528190,ERR1528190,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.032,0.016,Inducible,Intact,Intact,Yes
ERR1528191,ERR1528191,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.032,32,Inducible,Intact,Intact,Yes
ERR1528192,ERR1528192,Harris2018,2013.0,,,Europe,Sweden,,0.19,0.008,0.006,Inducible,Intact,Intact,Yes
ERR1528193,ERR1528193,Harris2018,2013.0,,,Europe,Sweden,,0.125,0.032,32,Inducible,Intact,Intact,Yes
ERR1528194,ERR1528194,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.023,0.016,Inducible,Intact,Intact,Yes
ERR1528195,ERR1528195,Harris2018,2013.0,,,Europe,Sweden,,0.047,0.002,0.004,Inducible,Intact,Intact,No
ERR1528196,ERR1528196,Harris2018,2013.0,,,Europe,Sweden,,0.094,0.002,0.006,Inducible,Intact,LOF,Yes
ERR1528197,ERR1528197,Harris2018,2013.0,,,Europe,Sweden,,0.75,0.047,32,Inducible,Intact,Intact,Yes
ERR1528198,ERR1528198,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.047,32,Inducible,Intact,Intact,Yes
ERR1528199,ERR1528199,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.004,6,Inducible,Intact,Intact,Yes
ERR1528200,ERR1528200,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.006,0.006,Inducible,Intact,Intact,Yes
ERR1528201,ERR1528201,Harris2018,2013.0,,,Europe,Sweden,,0.38,0.023,3,Inducible,Intact,Intact,Yes
ERR1528202,ERR1528202,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.032,32,Inducible,Intact,Intact,Yes
ERR1528203,ERR1528203,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.094,32,Inducible,Intact,Intact,Yes
ERR1528204,ERR1528204,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.003,0.004,Inducible,Intact,Intact,Yes
ERR1528205,ERR1528205,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.003,0.006,Inducible,Intact,Intact,Yes
ERR1528206,ERR1528206,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1528207,ERR1528207,Harris2018,2013.0,,,Europe,Sweden,,0.064,0.008,3,Inducible,LOF,Intact,Yes
ERR1528208,ERR1528208,Harris2018,2013.0,,,Europe,Sweden,,0.032,0.002,0.004,Inducible,Intact,Intact,No
ERR1528209,ERR1528209,Harris2018,2013.0,,,Europe,Sweden,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR1528210,ERR1528210,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.012,0.016,Inducible,Intact,Intact,Yes
ERR1528211,ERR1528211,Harris2018,2013.0,,,Europe,Sweden,,0.125,0.003,4,Inducible,Intact,Intact,No
ERR1528212,ERR1528212,Harris2018,2013.0,,,Europe,Greece,,0.125,0.012,0.006,LOF,Intact,Intact,No
ERR1528213,ERR1528213,Harris2018,2013.0,,,Europe,Greece,,2,0.094,0.016,Inducible,Intact,Intact,Yes
ERR1528214,ERR1528214,Harris2018,2013.0,,,Europe,Greece,,0.25,0.008,0.016,Inducible,Intact,Intact,Yes
ERR1528215,ERR1528215,Harris2018,2013.0,,,Europe,Greece,,0.75,0.032,32,Inducible,Intact,Intact,Yes
ERR1528216,ERR1528216,Harris2018,2013.0,,,Europe,Hungary,,,0.094,,Inducible,Intact,Intact,Yes
ERR1528217,ERR1528217,Harris2018,2013.0,,,Europe,Hungary,,,0.023,,Inducible,Intact,Intact,Yes
ERR1528218,ERR1528218,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.016,8,Inducible,Intact,Intact,Yes
ERR1528219,ERR1528219,Harris2018,2013.0,,,Europe,Sweden,,0.047,0.008,2,Inducible,LOF,Intact,Yes
ERR1528220,ERR1528220,Harris2018,2013.0,,,Europe,Sweden,,0.047,0.012,2,Inducible,LOF,Intact,Yes
ERR1528221,ERR1528221,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.047,32,Inducible,Intact,Intact,Yes
ERR1528222,ERR1528222,Harris2018,2013.0,,,Europe,Sweden,,0.125,0.008,2,Inducible,Intact,Intact,Yes
ERR1528223,ERR1528223,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.023,32,Inducible,Intact,Intact,Yes
ERR1528224,ERR1528224,Harris2018,2013.0,,,Europe,Slovenia,,,0.032,,Inducible,Intact,Intact,Yes
ERR1528225,ERR1528225,Harris2018,2013.0,,,Europe,Slovenia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1528226,ERR1528226,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,LOF,Intact,Yes
ERR1528227,ERR1528227,Harris2018,2013.0,,,Europe,Slovenia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1528228,ERR1528228,Harris2018,2013.0,,,Europe,Slovenia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1528229,ERR1528229,Harris2018,2013.0,,,Europe,Slovenia,,,0.004,,Inducible,Intact,Intact,Yes
ERR1528230,ERR1528230,Harris2018,2013.0,,,Europe,Slovenia,,,0.023,0.008,Inducible,Intact,Intact,Yes
ERR1528231,ERR1528231,Harris2018,2013.0,,,Europe,Belgium,,0.25,0.06,8,Inducible,Intact,Intact,Yes
ERR1528232,ERR1528232,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.03,8,Inducible,Intact,Intact,Yes
ERR1528233,ERR1528233,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.06,8,Inducible,Intact,Intact,Yes
ERR1528234,ERR1528234,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.015,8,Inducible,Intact,Intact,Yes
ERR1528235,ERR1528235,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.008,4,Inducible,Intact,Intact,Yes
ERR1528236,ERR1528236,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.004,0.004,Inducible,Intact,LOF,No
ERR1528237,ERR1528237,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.015,0.015,Inducible,Intact,Intact,Yes
ERR1528238,ERR1528238,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.015,4,Inducible,Intact,LOF,Yes
ERR1528239,ERR1528239,Harris2018,2013.0,,,Europe,Belgium,,0.5,0.008,4,Inducible,Intact,Intact,Yes
ERR1528240,ERR1528240,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.002,0.004,LOF,Intact,LOF,No
ERR1528241,ERR1528241,Harris2018,2013.0,,,Europe,Belgium,,0.125,0.001,0.004,LOF,Intact,LOF,No
ERR1528242,ERR1528242,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.016,32,Inducible,Intact,Intact,Yes
ERR1528243,ERR1528243,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.032,32,Inducible,Intact,Intact,Yes
ERR1528244,ERR1528244,Harris2018,2013.0,,,Europe,Netherlands,,0.38,0.006,0.002,Inducible,Intact,Intact,Yes
ERR1528245,ERR1528245,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.047,16,Inducible,Intact,Intact,Yes
ERR1528246,ERR1528246,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1528247,ERR1528247,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.064,32,Inducible,Intact,Intact,Yes
ERR1528248,ERR1528248,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.006,3,Inducible,Intact,Intact,Yes
ERR1528249,ERR1528249,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.064,32,Inducible,Intact,Intact,Yes
ERR1528250,ERR1528250,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.047,16,Inducible,Intact,Intact,Yes
ERR1528251,ERR1528251,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.008,0.003,Inducible,Intact,Intact,Yes
ERR1528252,ERR1528252,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.016,0.012,Inducible,Intact,Intact,Yes
ERR1528253,ERR1528253,Harris2018,2013.0,,,Europe,Netherlands,,0.38,0.008,0.006,Inducible,Intact,Intact,Yes
ERR1528254,ERR1528254,Harris2018,2013.0,,,Europe,Netherlands,,0.094,0.008,0.003,Inducible,Intact,Intact,
ERR1528255,ERR1528255,Harris2018,2013.0,,,Europe,Netherlands,,0.094,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528256,ERR1528256,Harris2018,2013.0,,,Europe,Netherlands,,0.38,0.004,0.003,Inducible,Intact,Intact,Yes
ERR1528257,ERR1528257,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.023,0.012,Inducible,Intact,Intact,Yes
ERR1528258,ERR1528258,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1528259,ERR1528259,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.012,0.003,Inducible,Intact,Intact,Yes
ERR1528260,ERR1528260,Harris2018,2013.0,,,Europe,Netherlands,,0.38,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528261,ERR1528261,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.047,12,Inducible,Intact,Intact,Yes
ERR1528262,ERR1528262,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.004,0.008,Inducible,Intact,Intact,Yes
ERR1528263,ERR1528263,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.008,3,Inducible,Intact,Intact,Yes
ERR1528264,ERR1528264,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.008,4,Inducible,Intact,Intact,Yes
ERR1528265,ERR1528265,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.006,3,Inducible,Intact,Intact,Yes
ERR1528267,ERR1528267,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.016,0.008,Inducible,Intact,Intact,Yes
ERR1528268,ERR1528268,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.004,0.002,Inducible,Intact,LOF,Yes
ERR1528269,ERR1528269,Harris2018,2013.0,,,Europe,Netherlands,,0.064,0.002,0.003,LOF,Intact,LOF,No
ERR1528270,ERR1528270,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.003,0.002,Inducible,Intact,Intact,Yes
ERR1528271,ERR1528271,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1528272,ERR1528272,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.006,0.004,Inducible,Intact,Intact,Yes
ERR1528274,ERR1528274,Harris2018,2013.0,,,Europe,Netherlands,,1,0.047,0.023,Inducible,Intact,Intact,Yes
ERR1528275,ERR1528275,Harris2018,2013.0,,,Europe,Netherlands,,0.094,0.003,0.002,Inducible,Intact,Intact,Yes
ERR1528277,ERR1528277,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.032,8,Inducible,Intact,Intact,Yes
ERR1528278,ERR1528278,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.003,0.004,Inducible,Intact,Intact,Yes
ERR1528280,ERR1528280,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.094,24,Inducible,Intact,Intact,Yes
ERR1528281,ERR1528281,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.047,32,Inducible,Intact,Intact,Yes
ERR1528283,ERR1528283,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.003,0.003,Inducible,Intact,LOF,Yes
