Accession,GWAS_ID,Reference,Year,Orientation,Origin,Continent,Country,Region,Azithromycin,Ceftriaxone,Ciprofloxacin,MtrA,MtrC,FarA,Mtr_Upregulation
ERR349925,ERR349925,SanchezBuso2018,1998.0,,,Europe,Germany,,0.016,0.004,0.002,LOF,Intact,Intact,No
ERR349926,ERR349926,SanchezBuso2018,1998.0,,,Europe,Germany,,0.047,0.023,0.008,Inducible,Intact,Intact,Yes
ERR349927,ERR349927,SanchezBuso2018,1998.0,,,Europe,Germany,,0.064,0.003,0.002,Inducible,Intact,LOF,Yes
ERR349928,ERR349928,SanchezBuso2018,1998.0,,,Europe,Greece,,0.25,0.012,0.012,Inducible,Intact,Intact,Yes
ERR349929,ERR349929,SanchezBuso2018,1998.0,,,Europe,Greece,,0.25,0.006,0.008,Inducible,Intact,Intact,Yes
ERR349930,ERR349930,SanchezBuso2018,1998.0,,,Europe,Greece,,0.25,0.008,0.012,Inducible,Intact,Intact,Yes
ERR349932,ERR349932,SanchezBuso2018,1998.0,,,Europe,Greece,,0.125,0.002,0.006,Inducible,Intact,Intact,Yes
ERR349933,ERR349933,SanchezBuso2018,1998.0,,,Europe,Hungary,,0.094,0.003,0.002,Inducible,Intact,LOF,Yes
ERR349934,ERR349934,SanchezBuso2018,1998.0,,,Europe,Italy,,0.25,0.002,0.003,Inducible,Intact,Intact,Yes
ERR349890,ERR349890,SanchezBuso2018,1998.0,,,North America,Cuba,,0.047,0.003,0.002,Inducible,Intact,Intact,Yes
ERR349935,ERR349935,SanchezBuso2018,1998.0,,,Europe,Italy,,0.094,0.003,0.002,Inducible,Intact,Intact,Yes
ERR349936,ERR349936,SanchezBuso2018,1998.0,,,Europe,Norway,,0.047,0.002,0.002,Inducible,Intact,Intact,No
ERR349937,ERR349937,SanchezBuso2018,1998.0,,,Europe,Poland,,0.032,0.002,0.002,LOF,Intact,LOF,No
ERR349939,ERR349939,SanchezBuso2018,1998.0,,,Europe,Romania,,0.064,0.008,0.008,Inducible,Intact,Intact,Yes
ERR349942,ERR349942,SanchezBuso2018,1998.0,,,Europe,Russia,,0.032,0.002,0.002,LOF,Intact,LOF,No
ERR349943,ERR349943,SanchezBuso2018,1998.0,,,Europe,Spain,,0.125,0.003,0.003,Inducible,Intact,Intact,Yes
ERR349891,ERR349891,SanchezBuso2018,1998.0,,,North America,Cuba,,0.047,0.002,0.002,Inducible,Intact,Intact,No
ERR349945,ERR349945,SanchezBuso2018,1998.0,,,Europe,Spain,,0.047,0.002,0.002,Inducible,Intact,LOF,No
ERR349948,ERR349948,SanchezBuso2018,1998.0,,,Asia,Turkey,,0.047,0.002,0.002,Inducible,Intact,Intact,No
ERR349951,ERR349951,SanchezBuso2018,1998.0,,,Europe,UK,,0.19,0.006,0.25,Inducible,Intact,Intact,Yes
ERR349952,ERR349952,SanchezBuso2018,1998.0,,,Europe,UK,,0.047,0.002,0.002,Inducible,Intact,LOF,No
ERR349953,ERR349953,SanchezBuso2018,1998.0,,,Europe,UK,,0.094,0.002,0.002,Inducible,Intact,Intact,Yes
ERR349954,ERR349954,SanchezBuso2018,1999.0,,,Europe,France,,2,0.002,0.002,Inducible,Intact,Intact,Yes
ERR349892,ERR349892,SanchezBuso2018,1998.0,,,North America,Jamaica,,0.016,0.003,0.002,Inducible,Intact,Intact,Yes
ERR349956,ERR349956,SanchezBuso2018,1999.0,,,Europe,Poland,,0.016,0.002,0.002,LOF,Intact,LOF,No
ERR349957,ERR349957,SanchezBuso2018,1999.0,,,Europe,Spain,,0.125,0.008,0.006,Inducible,Intact,Intact,Yes
ERR349959,ERR349959,SanchezBuso2018,1999.0,,,Europe,Netherlands,,0.125,0.003,0.002,Inducible,Intact,Intact,Yes
ERR349960,ERR349960,SanchezBuso2018,1999.0,,,Asia,Turkey,,0.094,0.003,0.003,Inducible,Intact,Intact,Yes
ERR349961,ERR349961,SanchezBuso2018,1999.0,,,Asia,Turkey,,0.032,0.002,0.002,Inducible,Intact,Intact,Yes
ERR349962,ERR349962,SanchezBuso2018,1999.0,,,Europe,UK,,0.094,0.006,0.064,Inducible,Intact,Intact,Yes
ERR349963,ERR349963,SanchezBuso2018,2002.0,,,Europe,Denmark,,0.064,0.008,0.002,LOF,Intact,Intact,No
ERR349893,ERR349893,SanchezBuso2018,1998.0,,,North America,Jamaica,,0.125,0.002,0.003,LOF,Intact,LOF,No
ERR349965,ERR349965,SanchezBuso2018,2003.0,,,Europe,UK,,0.047,0.064,0.19,Inducible,Intact,Intact,Yes
ERR349967,ERR349967,SanchezBuso2018,2004.0,,,Europe,Scotland,,0.19,0.012,0.006,LOF,Intact,Intact,No
ERR349968,ERR349968,SanchezBuso2018,2004.0,,,Europe,UK,,0.032,0.008,0.002,LOF,Intact,Intact,No
ERR349969,ERR349969,SanchezBuso2018,2004.0,,,Europe,Russia,,0.125,0.016,6,Inducible,Intact,Intact,No
ERR349970,ERR349970,SanchezBuso2018,2004.0,,,Europe,Russia,,0.5,0.032,0.016,Inducible,Intact,Intact,Yes
ERR349971,ERR349971,SanchezBuso2018,2004.0,,,Europe,Russia,,1,0.094,0.75,Inducible,Intact,Intact,Yes
ERR349972,ERR349972,SanchezBuso2018,2004.0,,,Europe,Russia,,0.75,0.023,0.016,Inducible,Intact,Intact,Yes
ERR349973,ERR349973,SanchezBuso2018,2004.0,,,Europe,Russia,,0.75,0.023,32,Inducible,Intact,Intact,Yes
ERR349974,ERR349974,SanchezBuso2018,2004.0,,,Europe,Russia,,0.125,0.008,8,Inducible,Intact,Intact,No
ERR349894,ERR349894,SanchezBuso2018,2008.0,,,South America,Argentina,,0.5,0.004,0.008,Inducible,Intact,Intact,Yes
ERR349976,ERR349976,SanchezBuso2018,2004.0,,,Europe,Russia,,0.19,0.004,0.003,Inducible,Intact,LOF,Yes
ERR349977,ERR349977,SanchezBuso2018,2004.0,,,Europe,Russia,,0.094,0.008,0.004,Inducible,Intact,LOF,Yes
ERR349978,ERR349978,SanchezBuso2018,2004.0,,,Europe,Russia,,0.38,0.003,0.006,Inducible,Intact,LOF,Yes
ERR349979,ERR349979,SanchezBuso2018,2005.0,,,Europe,Scotland,,0.125,0.004,0.003,Inducible,Intact,LOF,Yes
ERR363576,ERR363576,SanchezBuso2018,1999.0,,,Asia,Thailand,,0.064,0.016,0.25,Inducible,Intact,Intact,Yes
ERR363585,ERR363585,SanchezBuso2018,2000.0,,,Asia,Japan,,0.19,0.125,32,Inducible,Intact,Intact,Yes
ERR363587,ERR363587,SanchezBuso2018,2001.0,,,Asia,Japan,,0.75,0.016,6,Inducible,Intact,Intact,Yes
ERR363588,ERR363588,SanchezBuso2018,2001.0,,,Asia,Japan,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR363589,ERR363589,SanchezBuso2018,2001.0,,,Asia,Japan,,0.5,0.064,32,Inducible,Intact,Intact,Yes
ERR363591,ERR363591,SanchezBuso2018,2001.0,,,Asia,Japan,,0.38,0.125,32,Inducible,Intact,Intact,Yes
ERR363592,ERR363592,SanchezBuso2018,2001.0,,,Asia,Japan,,0.5,0.094,32,Inducible,Intact,Intact,Yes
ERR363593,ERR363593,SanchezBuso2018,2001.0,,,Asia,Japan,,0.75,0.094,32,Inducible,Intact,Intact,Yes
ERR363594,ERR363594,SanchezBuso2018,2001.0,,,Asia,Japan,,0.5,0.047,32,Inducible,Intact,Intact,Yes
ERR363577,ERR363577,SanchezBuso2018,1999.0,,,Asia,Thailand,,0.016,0.002,2,Inducible,Intact,Intact,Yes
ERR363596,ERR363596,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.064,0.008,0.003,LOF,Intact,Intact,No
ERR363597,ERR363597,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.064,0.012,0.002,LOF,Intact,Intact,No
ERR363598,ERR363598,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.064,0.006,0.003,Inducible,Intact,Intact,Yes
ERR363599,ERR363599,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.125,0.012,0.25,Inducible,Intact,Intact,Yes
ERR363600,ERR363600,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.094,0.006,0.002,Inducible,Intact,Intact,Yes
ERR363601,ERR363601,SanchezBuso2018,2004.0,,,Oceania,Australia,,0.023,0.003,0.002,Inducible,LOF,Intact,Yes
ERR363602,ERR363602,SanchezBuso2018,2004.0,,,Oceania,New Zealand,,0.032,0.006,0.002,LOF,Intact,Intact,No
ERR363603,ERR363603,SanchezBuso2018,2004.0,,,Oceania,New Zealand,,0.047,0.012,0.003,LOF,Intact,Intact,No
ERR363604,ERR363604,SanchezBuso2018,2005.0,,,Asia,Japan,,0.5,0.125,32,Inducible,Intact,Intact,Yes
ERR363578,ERR363578,SanchezBuso2018,1999.0,,,Asia,Thailand,,0.125,0.004,0.125,Inducible,Intact,Intact,Yes
ERR363605,ERR363605,SanchezBuso2018,2005.0,,,Asia,Japan,,0.75,0.125,32,Inducible,Intact,Intact,Yes
ERR363607,ERR363607,SanchezBuso2018,2007.0,,,Asia,India,,0.25,0.023,0.25,Inducible,Intact,Intact,Yes
ERR363608,ERR363608,SanchezBuso2018,2007.0,,,Asia,India,,0.19,0.023,0.25,Inducible,Intact,Intact,Yes
ERR363609,ERR363609,SanchezBuso2018,2007.0,,,Asia,India,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR363610,ERR363610,SanchezBuso2018,2008.0,,,Asia,China,,0.38,0.008,32,Inducible,Intact,Intact,Yes
ERR363611,ERR363611,SanchezBuso2018,2008.0,,,Asia,China,,4,0.023,32,Inducible,Intact,Intact,Yes
ERR363612,ERR363612,SanchezBuso2018,2008.0,,,Asia,China,,0.125,0.032,3,Inducible,Intact,Intact,Yes
ERR363613,ERR363613,SanchezBuso2018,2008.0,,,Asia,Japan,,0.19,0.047,8,Inducible,Intact,Intact,Yes
ERR363614,ERR363614,SanchezBuso2018,2008.0,,,Asia,Indonesia,,0.064,0.003,1.5,Inducible,Intact,Intact,No
ERR363579,ERR363579,SanchezBuso2018,1999.0,,,Asia,Thailand,,0.032,0.002,0.002,Inducible,Intact,Intact,Yes
ERR363615,ERR363615,SanchezBuso2018,2008.0,,,Asia,Indonesia,,0.064,0.003,1,Inducible,Intact,Intact,Yes
ERR363616,ERR363616,SanchezBuso2018,2008.0,,,Asia,Philippines,,0.032,0.002,1,Inducible,Intact,LOF,Yes
ERR363619,ERR363619,SanchezBuso2018,2008.0,,,Asia,Philippines,,0.047,0.002,0.047,Inducible,Intact,Intact,Yes
ERR363620,ERR363620,SanchezBuso2018,2008.0,,,Asia,Philippines,,0.125,0.008,3,Inducible,Intact,Intact,No
ERR363621,ERR363621,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.125,0.006,0.38,Inducible,Intact,Intact,Yes
ERR363622,ERR363622,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.047,0.004,0.125,Inducible,Intact,Intact,Yes
ERR363623,ERR363623,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.125,0.004,2,Inducible,Intact,Intact,Yes
ERR363624,ERR363624,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.064,0.008,1.5,Inducible,Intact,Intact,Yes
ERR363625,ERR363625,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.125,0.006,0.003,Inducible,Intact,Intact,No
ERR363627,ERR363627,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.047,0.003,6,Inducible,LOF,Intact,Yes
ERR363628,ERR363628,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.047,0.002,1.5,Inducible,Intact,LOF,Yes
ERR363629,ERR363629,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.125,0.008,0.5,Inducible,Intact,Intact,Yes
ERR363630,ERR363630,SanchezBuso2018,2008.0,,,Asia,Thailand,,0.064,0.004,1.5,Inducible,Intact,Intact,Yes
ERR363631,ERR363631,SanchezBuso2018,2008.0,,,Asia,Vietnam,,0.125,0.016,32,Inducible,Intact,Intact,Yes
ERR363633,ERR363633,SanchezBuso2018,2008.0,,,Asia,India,,0.094,0.003,0.19,Inducible,Intact,Intact,No
ERR363634,ERR363634,SanchezBuso2018,2009.0,,,Asia,India,,0.25,0.004,0.25,Inducible,Intact,Intact,Yes
ERR363581,ERR363581,SanchezBuso2018,2000.0,,,Asia,Japan,,0.38,0.047,1.5,Inducible,Intact,Intact,Yes
ERR363635,ERR363635,SanchezBuso2018,2009.0,,,Asia,India,,0.032,0.003,32,Inducible,LOF,Intact,No
ERR363636,ERR363636,SanchezBuso2018,2009.0,,,Asia,India,,0.19,0.004,32,Inducible,Intact,Intact,No
ERR363638,ERR363638,SanchezBuso2018,2009.0,,,Asia,India,,0.19,0.032,0.25,Inducible,Intact,Intact,Yes
ERR363639,ERR363639,SanchezBuso2018,2009.0,,,Asia,India,,0.5,0.006,0.25,Inducible,Intact,Intact,Yes
ERR363640,ERR363640,SanchezBuso2018,2009.0,,,Asia,India,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR363641,ERR363641,SanchezBuso2018,2009.0,,,Asia,India,,0.016,0.016,4,Inducible,Intact,Intact,Yes
ERR363642,ERR363642,SanchezBuso2018,2009.0,,,Asia,India,,0.38,0.008,24,Inducible,Intact,Intact,Yes
ERR363643,ERR363643,SanchezBuso2018,2009.0,,,Asia,India,,0.19,0.016,8,Inducible,Intact,Intact,Yes
ERR363644,ERR363644,SanchezBuso2018,2009.0,,,Asia,Pakistan,,0.032,0.016,0.75,Inducible,Intact,Intact,Yes
ERR363645,ERR363645,SanchezBuso2018,2009.0,,,Asia,Pakistan,,0.25,0.047,1,Inducible,Intact,Intact,Yes
ERR363646,ERR363646,SanchezBuso2018,2009.0,,,Asia,Pakistan,,0.19,0.012,4,Inducible,Intact,Intact,Yes
ERR363647,ERR363647,SanchezBuso2018,2009.0,,,Asia,Pakistan,,0.125,0.016,4,Inducible,Intact,Intact,No
ERR363648,ERR363648,SanchezBuso2018,2010.0,,,Asia,India,,0.25,0.008,8,Inducible,Intact,Intact,Yes
ERR363649,ERR363649,SanchezBuso2018,2010.0,,,Asia,India,,0.032,0.064,0.25,Inducible,Intact,Intact,Yes
ERR363650,ERR363650,SanchezBuso2018,2010.0,,,Asia,India,,0.25,0.006,32,Inducible,Intact,Intact,No
ERR363652,ERR363652,SanchezBuso2018,2010.0,,,Asia,India,,3,0.023,6,Inducible,Intact,Intact,Yes
ERR363653,ERR363653,SanchezBuso2018,2010.0,,,Asia,India,,0.75,0.006,0.75,Inducible,Intact,Intact,Yes
ERR363583,ERR363583,SanchezBuso2018,2000.0,,,Asia,Japan,,0.064,0.012,8,Inducible,LOF,Intact,Yes
ERR363655,ERR363655,SanchezBuso2018,2010.0,,,Asia,India,,0.094,0.047,2,Inducible,Intact,Intact,Yes
ERR363656,ERR363656,SanchezBuso2018,2010.0,,,Asia,India,,0.25,0.064,2,Inducible,Intact,Intact,Yes
ERR363657,ERR363657,SanchezBuso2018,2010.0,,,Asia,India,,0.19,0.016,24,Inducible,Intact,Intact,Yes
ERR363658,ERR363658,SanchezBuso2018,2010.0,,,Asia,Bhutan,,1,0.023,32,Inducible,Intact,Intact,Yes
ERR363659,ERR363659,SanchezBuso2018,2010.0,,,Asia,Bhutan,,0.5,0.016,1,Inducible,Intact,Intact,Yes
ERR363660,ERR363660,SanchezBuso2018,2010.0,,,Asia,Bhutan,,0.047,0.006,1.5,Inducible,Intact,LOF,Yes
ERR363662,ERR363662,SanchezBuso2018,2010.0,,,Asia,Bhutan,,0.047,0.006,0.064,Inducible,Intact,LOF,Yes
ERR363664,ERR363664,SanchezBuso2018,2010.0,,,Asia,Bhutan,,0.047,0.004,0.064,Inducible,Intact,LOF,Yes
ERR363584,ERR363584,SanchezBuso2018,2000.0,,,Asia,Japan,,1,0.125,32,Inducible,Intact,Intact,Yes
ERR363665,ERR363665,SanchezBuso2018,2010.0,,,Asia,Pakistan,,0.38,0.047,1.5,Inducible,Intact,Intact,Yes
ERR363666,ERR363666,SanchezBuso2018,2010.0,,,Asia,Pakistan,,0.064,0.008,24,Inducible,Intact,Intact,No
ERR363667,ERR363667,SanchezBuso2018,2010.0,,,Asia,Pakistan,,0.19,0.012,4,Inducible,Intact,Intact,Yes
